,Price,Age,KM,HP,MetColor,Automatic,CC,Weight,FuelType_CNG,FuelType_Diesel,FuelType_Petrol,Doors_2,Doors_3,Doors_4,Doors_5
314,9950,43.0,37576.0,97.0,0.0,0,1400,1030,0,0,1,0,1,0,0
315,13950,41.0,37533.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
316,12950,44.0,37389.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
317,10950,38.0,37320.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
318,9900,42.0,37000.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
319,11950,44.0,37000.0,110.0,0.0,0,1600,1075,0,0,1,0,0,1,0
320,11990,40.0,36566.0,110.0,0.0,0,1600,1090,0,0,1,0,0,0,1
321,10750,36.0,36269.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
322,13950,37.0,36074.0,110.0,1.0,1,1600,1075,0,0,1,0,0,0,1
323,11250,44.0,36066.0,110.0,1.0,0,1600,1040,0,0,1,0,1,0,0
324,12950,39.0,34599.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
325,11950,41.0,34000.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
326,10950,42.0,33623.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
327,12950,33.0,33591.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
328,12950,35.0,33258.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
329,11695,43.0,33113.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
330,11000,41.0,33000.0,110.0,1.0,1,1600,1075,0,0,1,0,0,0,1
331,13950,56.0,32941.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
332,11950,38.0,32781.0,110.0,0.0,0,1600,1075,0,0,1,0,0,0,1
333,11750,40.0,32532.0,110.0,1.0,0,1600,1040,0,0,1,0,1,0,0
334,12400,34.0,32431.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
335,12500,35.0,32000.0,110.0,0.0,0,1600,1040,0,0,1,0,1,0,0
336,12900,33.0,31000.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
337,12200,41.0,30989.0,110.0,0.0,0,1600,1045,0,0,1,0,1,0,0
338,12750,43.0,30742.0,110.0,1.0,0,1600,1040,0,0,1,0,1,0,0
339,11950,42.0,30190.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
340,11900,41.0,29716.0,116.0,1.0,0,1600,1075,0,0,1,0,0,0,1
341,11950,44.0,29716.0,110.0,1.0,1,1600,1070,0,0,1,0,1,0,0
342,14950,42.0,29640.0,110.0,1.0,0,1600,1055,0,0,1,0,1,0,0
343,11950,41.0,29056.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
344,12950,33.0,28715.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
345,14950,41.0,28571.0,110.0,0.0,0,1600,1090,0,0,1,0,0,0,1
346,13450,40.0,28362.0,110.0,1.0,0,1600,1040,0,0,1,0,1,0,0
347,13750,38.0,28150.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
348,12950,43.0,27301.0,110.0,1.0,0,1600,1040,0,0,1,0,1,0,0
349,12750,33.0,27240.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
350,11895,39.0,27170.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
351,9950,42.0,27141.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
352,12450,38.0,26262.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
353,12500,38.0,26000.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
354,14950,43.0,25228.0,110.0,1.0,0,1600,1045,0,0,1,0,1,0,0
355,13750,39.0,25062.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
356,12695,39.0,24723.0,110.0,1.0,1,1600,1060,0,0,1,0,0,1,0
357,14990,56.0,24650.0,110.0,1.0,0,1600,1055,0,0,1,0,1,0,0
358,12750,43.0,24553.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
359,14350,41.0,24475.0,110.0,1.0,0,1600,1030,0,0,1,0,0,0,1
360,12950,39.0,24444.0,110.0,1.0,0,1600,1040,0,0,1,0,1,0,0
361,11500,35.0,24011.0,97.0,0.0,0,1400,1025,0,0,1,0,1,0,0
362,11950,41.0,24000.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
363,13450,40.0,23616.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
364,12900,38.0,22865.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
365,10500,41.0,22780.0,86.0,1.0,0,1300,1035,0,0,1,0,0,0,1
366,10950,35.0,21904.0,97.0,0.0,0,1400,1025,0,0,1,0,1,0,0
367,11950,41.0,21651.0,97.0,0.0,0,1400,1025,0,0,1,0,1,0,0
368,11450,37.0,21500.0,110.0,1.0,0,1600,1030,0,0,1,0,0,0,1
369,13250,44.0,21027.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
370,10250,39.0,18500.0,110.0,0.0,0,1600,1030,0,0,1,0,0,1,0
371,13995,35.0,18000.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
372,11950,40.0,17051.0,97.0,0.0,0,1400,1060,0,0,1,0,0,0,1
373,13250,33.0,16512.0,97.0,1.0,0,1400,1085,0,0,1,0,0,0,1
374,12950,40.0,16325.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
375,11750,38.0,16000.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
376,11500,39.0,12000.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
377,13500,43.0,10000.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
378,6500,53.0,216000.0,69.0,0.0,0,1900,1110,0,1,0,0,1,0,0
379,6400,51.0,198167.0,69.0,0.0,0,1900,1095,0,1,0,0,0,1,0
380,7000,53.0,176000.0,69.0,0.0,0,1900,1105,0,1,0,0,1,0,0
381,7750,54.0,174139.0,72.0,1.0,0,2000,1100,0,1,0,0,0,1,0
382,8900,45.0,174000.0,69.0,1.0,0,1900,1095,0,1,0,0,0,0,1
383,8500,55.0,150000.0,110.0,1.0,0,1600,1075,1,0,0,0,1,0,0
384,8950,54.0,149329.0,72.0,1.0,0,2000,1135,0,1,0,0,0,0,1
385,9900,51.0,146736.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
386,10250,53.0,143513.0,69.0,0.0,0,1900,1140,0,1,0,0,0,0,1
387,9250,48.0,142130.0,110.0,0.0,0,1600,1119,1,0,0,0,0,0,1
388,7750,48.0,140700.0,69.0,1.0,0,1900,1110,0,1,0,0,0,0,1
389,9450,56.0,138394.0,69.0,1.0,0,1900,1095,0,1,0,0,0,1,0
390,7750,55.0,137000.0,72.0,1.0,0,2000,1135,0,1,0,0,0,0,1
391,8250,52.0,135258.0,69.0,1.0,0,1900,1140,0,1,0,0,0,0,1
392,9950,49.0,131364.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
393,4450,56.0,129155.0,69.0,0.0,0,1800,1110,0,1,0,0,0,0,1
394,9950,50.0,126110.0,110.0,0.0,0,1600,1055,0,0,1,0,1,0,0
395,9000,48.0,119742.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
396,9950,53.0,117913.0,69.0,1.0,0,1900,1110,0,1,0,0,0,0,1
397,12450,47.0,117430.0,90.0,1.0,0,2000,1165,0,1,0,0,1,0,0
398,10500,55.0,63634.0,110.0,1.0,0,1600,1035,0,0,1,0,0,1,0
399,10750,54.0,115558.0,110.0,1.0,0,1600,1035,0,0,1,0,0,1,0
400,8950,53.0,115113.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
401,10500,54.0,115046.0,69.0,1.0,0,1900,1140,0,1,0,0,0,0,1
402,5150,56.0,113997.0,72.0,1.0,0,2000,1135,0,1,0,0,0,0,1
403,10950,49.0,107859.0,97.0,0.0,0,1400,1060,0,0,1,0,0,0,1
404,9450,56.0,104805.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
405,9950,54.0,103454.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
406,10950,51.0,103018.0,69.0,0.0,0,1900,1140,0,0,1,0,0,0,1
407,11900,47.0,102352.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
408,9950,50.0,102030.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
409,11950,54.0,101352.0,110.0,0.0,0,1600,1080,0,0,1,0,0,0,1
410,7900,50.0,99865.0,110.0,1.0,0,1600,1035,0,0,1,0,0,1,0
411,10950,52.0,99323.0,110.0,1.0,0,1600,1055,0,0,1,0,1,0,0
412,8950,48.0,98100.0,69.0,1.0,0,1900,1140,0,0,1,0,0,0,1
413,11950,51.0,98040.0,110.0,0.0,0,1600,1080,0,0,1,0,0,0,1
414,10900,49.0,97600.0,110.0,1.0,0,1600,1045,0,0,1,0,1,0,0
415,9950,55.0,97234.0,110.0,0.0,0,1600,1080,0,0,1,0,0,0,1
416,9950,51.0,96135.0,72.0,0.0,0,2000,1115,0,1,0,0,1,0,0
417,10950,54.0,96100.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
418,8950,55.0,94401.0,72.0,0.0,0,2000,1115,0,1,0,0,1,0,0
419,8950,55.0,94122.0,86.0,1.0,0,1300,1015,0,0,1,0,1,0,0
420,10500,49.0,91340.0,110.0,1.0,0,1600,1055,0,0,1,0,1,0,0
421,8950,53.0,90200.0,97.0,0.0,0,1400,1025,0,0,1,0,1,0,0
422,9250,53.0,90097.0,69.0,1.0,0,1900,1140,0,1,0,0,0,0,1
423,11500,48.0,89049.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
424,9750,52.0,89000.0,110.0,0.0,0,1600,1075,0,0,1,0,0,0,1
425,9950,45.0,87274.0,110.0,1.0,0,1600,1040,0,0,1,0,1,0,0
426,11450,49.0,86221.0,110.0,0.0,0,1600,1045,0,0,1,0,1,0,0
427,12500,54.0,84598.0,110.0,0.0,0,1600,1075,0,0,1,0,0,0,1
428,10500,50.0,83567.0,110.0,0.0,0,1600,1075,0,0,1,0,0,0,1
429,12950,50.0,83106.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
430,12200,50.0,82805.0,110.0,1.0,0,1600,1040,0,0,1,0,1,0,0
431,10950,50.0,82735.0,97.0,1.0,0,1400,1030,0,0,1,0,1,0,0
432,10950,54.0,81905.0,110.0,1.0,0,1600,1105,0,0,1,0,0,0,1
433,11290,49.0,80320.0,110.0,1.0,1,1600,1070,0,0,1,0,1,0,0
434,10750,49.0,80090.0,97.0,1.0,0,1400,1030,0,0,1,0,1,0,0
435,10895,53.0,79800.0,110.0,0.0,0,1600,1075,0,0,1,0,0,0,1
436,11500,47.0,78785.0,110.0,1.0,0,1600,1119,1,0,0,0,0,0,1
437,9750,48.0,78600.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
438,10250,55.0,77780.0,110.0,1.0,0,1600,1040,0,0,1,0,1,0,0
439,12500,49.0,77648.0,110.0,0.0,0,1600,1030,0,0,1,0,0,1,0
440,11950,54.0,77270.0,110.0,1.0,0,1600,1035,0,0,1,0,0,1,0
441,10750,50.0,76167.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
442,11450,46.0,75249.0,110.0,1.0,0,1600,1035,0,0,1,0,0,1,0
443,11950,54.0,75231.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
444,11750,48.0,75045.0,110.0,1.0,0,1600,1055,0,0,1,0,1,0,0
445,10950,50.0,74849.0,110.0,1.0,1,1600,1060,0,0,1,0,0,1,0
446,11950,55.0,74715.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
447,10995,49.0,74656.0,69.0,0.0,0,1900,1105,0,1,0,0,1,0,0
448,11450,56.0,74500.0,97.0,0.0,0,1400,1025,0,0,1,0,1,0,0
449,8900,49.0,74494.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
450,10500,50.0,73634.0,110.0,0.0,0,1587,1075,0,0,1,0,0,0,1
451,11750,47.0,73403.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
452,11450,49.0,73175.0,97.0,1.0,0,1400,1030,0,0,1,0,1,0,0
453,12000,56.0,73000.0,110.0,0.0,0,1600,1055,0,0,1,0,1,0,0
454,11950,50.0,72242.0,110.0,1.0,1,1600,1070,0,0,1,0,1,0,0
455,9850,53.0,72000.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
456,10950,56.0,71725.0,110.0,1.0,0,1600,1035,0,0,1,0,0,1,0
457,10950,56.0,71276.0,110.0,0.0,0,1600,1080,0,0,1,0,0,0,1
458,8695,56.0,70440.0,69.0,1.0,0,1900,1105,0,1,0,0,1,0,0
459,10990,53.0,70239.0,110.0,0.0,0,1600,1040,0,0,1,0,1,0,0
460,9500,55.0,69813.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
461,11950,49.0,69659.0,86.0,0.0,0,1300,1025,0,0,1,0,1,0,0
462,10750,46.0,69574.0,97.0,0.0,0,1400,1065,0,0,1,0,0,0,1
463,8750,47.0,69000.0,69.0,1.0,0,1900,1140,0,1,0,0,0,0,1
464,8750,49.0,68565.0,110.0,1.0,0,1600,1030,0,0,1,0,0,1,0
465,11450,56.0,68520.0,72.0,1.0,0,2000,1115,0,1,0,0,1,0,0
466,9950,46.0,68414.0,97.0,0.0,0,1400,1025,0,0,1,0,1,0,0
467,11950,56.0,66777.0,110.0,0.0,0,1600,1090,0,0,1,0,0,0,1
468,13950,52.0,66527.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
469,11250,54.0,66063.0,110.0,1.0,0,1600,1090,0,0,1,0,0,0,1
470,10900,50.0,65471.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
471,9750,56.0,65400.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
472,9950,52.0,65170.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
473,11950,56.0,65000.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
474,10450,48.0,64193.0,110.0,1.0,0,1600,1040,0,0,1,0,1,0,0
475,8950,54.0,64000.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
476,10250,54.0,63792.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
477,9930,53.0,63635.0,110.0,1.0,0,1600,1035,0,0,1,0,0,1,0
478,10500,54.0,63135.0,110.0,1.0,0,1600,1050,0,0,1,0,1,0,0
479,11950,54.0,63123.0,110.0,1.0,0,1600,1035,0,0,1,0,0,1,0
480,11500,56.0,63000.0,69.0,1.0,0,1900,1140,0,1,0,0,0,0,1
481,11500,56.0,63000.0,110.0,0.0,0,1600,1035,0,0,1,0,0,1,0
482,11450,54.0,62987.0,110.0,0.0,0,1600,1080,0,0,1,0,0,0,1
483,9900,56.0,62751.0,110.0,0.0,0,1600,1050,0,0,1,0,1,0,0
484,9500,54.0,62519.0,97.0,0.0,0,1400,1025,0,0,1,0,1,0,0
485,10500,50.0,62280.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
486,10750,50.0,61672.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
487,8950,54.0,61000.0,69.0,0.0,0,2000,1140,0,1,0,0,0,0,1
488,12000,56.0,61000.0,110.0,1.0,0,1600,1050,0,0,1,0,1,0,0
489,9940,53.0,60558.0,110.0,1.0,0,1600,1105,0,0,1,0,0,1,0
490,10950,47.0,60348.0,110.0,0.0,0,1600,1030,0,0,1,0,0,1,0
491,10750,54.0,63634.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
492,9799,51.0,59000.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
493,11750,51.0,58761.0,97.0,0.0,0,1300,1060,0,0,1,0,0,0,1
494,11950,54.0,58745.0,110.0,1.0,0,1600,1035,0,0,1,0,0,1,0
495,11250,52.0,58596.0,110.0,1.0,0,1600,1045,0,0,1,0,1,0,0
496,11750,54.0,58530.0,110.0,0.0,0,1600,1075,0,0,1,0,0,0,1
497,10950,55.0,58377.0,110.0,1.0,0,1600,1050,0,0,1,0,1,0,0
498,11250,56.0,58142.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
499,9950,53.0,57948.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
500,9700,51.0,57645.0,110.0,0.0,0,1600,1080,0,0,1,0,0,0,1
501,11950,47.0,57500.0,110.0,1.0,0,1600,1105,0,0,1,0,0,1,0
502,9900,53.0,57475.0,110.0,0.0,0,1600,1040,0,0,1,0,1,0,0
503,9990,56.0,56743.0,110.0,0.0,0,1600,1045,0,0,1,0,1,0,0
504,9475,48.0,56675.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
505,11500,54.0,55877.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
506,11950,53.0,55500.0,110.0,1.0,0,1600,1035,0,0,1,0,0,1,0
507,11500,55.0,54900.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
508,10500,50.0,54465.0,110.0,0.0,0,1600,1075,0,0,1,0,0,0,1
509,10900,46.0,53700.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
510,11700,52.0,53561.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
511,11900,51.0,53408.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
512,13950,51.0,53268.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
513,10950,49.0,53116.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
514,10500,56.0,52448.0,97.0,0.0,0,1400,1025,0,0,1,0,1,0,0
515,10750,55.0,52149.0,97.0,1.0,0,1400,1085,0,0,1,0,1,0,0
516,11950,55.0,52141.0,110.0,1.0,0,1600,1070,0,0,1,0,0,0,1
517,10000,56.0,52000.0,97.0,0.0,0,1400,1025,0,0,1,0,1,0,0
518,10495,48.0,50967.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
519,11450,50.0,50400.0,110.0,0.0,0,1600,1080,0,0,1,0,0,0,1
520,9400,54.0,50000.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
521,11950,51.0,50000.0,86.0,1.0,0,1300,1045,0,0,1,0,0,0,1
522,9650,53.0,49969.0,110.0,0.0,0,1600,1075,0,0,1,0,0,0,1
523,18950,49.0,49568.0,110.0,1.0,0,1600,1105,0,0,1,0,1,0,0
524,11450,51.0,49473.0,110.0,0.0,0,1600,1055,0,0,1,0,1,0,0
525,10250,52.0,49432.0,110.0,1.0,0,1600,1050,0,0,1,0,1,0,0
526,11450,56.0,49417.0,110.0,1.0,0,1600,1045,0,0,1,0,1,0,0
527,9950,54.0,49366.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
528,10500,56.0,48731.0,110.0,1.0,0,1600,1055,0,0,1,0,1,0,0
529,13750,56.0,48370.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
530,9950,48.0,48071.0,97.0,0.0,0,1400,1025,0,0,1,0,1,0,0
531,10250,54.0,47852.0,110.0,1.0,0,1600,1030,0,0,1,0,0,1,0
532,10850,54.0,47768.0,110.0,1.0,0,1600,1055,0,0,1,0,1,0,0
533,11895,52.0,47689.0,110.0,0.0,0,1600,1075,0,0,1,0,0,0,1
534,12950,53.0,47451.0,110.0,1.0,0,1600,1055,0,0,1,0,1,0,0
535,11950,50.0,47219.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
536,10750,56.0,47211.0,110.0,1.0,0,1600,1070,0,0,1,0,0,0,1
537,9550,54.0,46856.0,97.0,0.0,0,1400,1060,0,0,1,0,0,0,1
538,10950,56.0,46500.0,86.0,0.0,0,1300,1035,0,0,1,0,0,0,1
539,11750,56.0,46449.0,110.0,1.0,0,1600,1035,0,0,1,0,0,1,0
540,10950,47.0,46391.0,110.0,0.0,0,1600,1075,0,0,1,0,0,0,1
541,12450,54.0,46230.0,110.0,1.0,0,1600,1055,0,0,1,0,1,0,0
542,10500,52.0,46029.0,110.0,1.0,0,1600,1030,0,0,1,0,0,1,0
543,10900,50.0,46000.0,97.0,0.0,0,1400,1025,0,0,1,0,1,0,0
544,12950,50.0,45900.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
545,10950,47.0,45850.0,97.0,0.0,0,1400,1060,0,0,1,0,0,0,1
546,12500,56.0,45336.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
547,9950,55.0,44537.0,97.0,0.0,0,1400,1025,0,0,1,0,1,0,0
548,10750,56.0,43700.0,86.0,1.0,0,1300,1025,0,0,1,0,1,0,0
549,12500,48.0,43120.0,97.0,1.0,0,1400,1030,0,0,1,0,1,0,0
550,10450,49.0,41710.0,110.0,0.0,0,1600,1040,0,0,1,0,1,0,0
551,10750,52.0,41700.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
552,12950,49.0,41636.0,110.0,1.0,0,1600,1105,0,0,1,0,0,0,1
553,10995,56.0,41273.0,97.0,0.0,0,1400,1060,0,0,1,0,0,0,1
554,11950,49.0,40836.0,110.0,1.0,1,1600,1075,0,0,1,0,1,0,0
555,11250,50.0,40400.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
556,11950,47.0,40361.0,110.0,1.0,0,1600,1090,0,0,1,0,0,0,1
557,13750,54.0,40325.0,86.0,0.0,0,1300,1045,0,0,1,0,0,0,1
558,11000,47.0,40000.0,110.0,0.0,0,1600,1080,0,0,1,0,0,0,1
559,13500,50.0,39706.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
560,10950,54.0,39291.0,110.0,1.0,0,1600,1040,0,0,1,0,1,0,0
561,10750,54.0,39000.0,97.0,0.0,0,1400,1025,0,0,1,0,1,0,0
562,8950,47.0,38900.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
563,12950,51.0,38403.0,110.0,0.0,0,1600,1055,0,0,1,0,1,0,0
564,9750,56.0,37461.0,97.0,0.0,0,1400,1025,0,0,1,0,1,0,0
565,10900,54.0,37000.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
566,10995,55.0,36406.0,110.0,1.0,0,1600,1035,0,0,1,0,0,1,0
567,10750,48.0,36005.0,97.0,1.0,0,1400,1065,0,0,1,0,0,0,1
568,10950,52.0,36000.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
569,13000,56.0,36000.0,110.0,0.0,0,1600,1080,0,0,1,0,0,0,1
570,12950,45.0,36000.0,110.0,1.0,1,1600,1070,0,0,1,0,1,0,0
571,11500,52.0,35823.0,110.0,0.0,0,1600,1075,0,0,1,0,0,0,1
572,10950,56.0,35230.0,97.0,0.0,0,1400,1025,0,0,1,0,1,0,0
573,11710,48.0,35142.0,110.0,0.0,0,1600,1055,0,0,1,0,1,0,0
574,9980,49.0,34890.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
575,12250,51.0,34882.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
576,11500,46.0,34000.0,110.0,1.0,0,1600,1075,0,0,1,0,0,0,1
577,11950,56.0,33998.0,110.0,0.0,0,1600,1080,0,0,1,0,0,0,1
578,11500,55.0,33230.0,110.0,0.0,0,1600,1050,0,0,1,0,1,0,0
579,11900,46.0,33021.0,110.0,1.0,0,1600,1080,0,0,1,0,0,0,1
580,11930,49.0,31999.0,97.0,0.0,0,1400,1030,0,0,1,0,1,0,0
581,10500,56.0,31579.0,97.0,0.0,0,1400,1025,0,0,1,0,1,0,0
582,8950,56.0,31000.0,97.0,0.0,0,1400,1025,0,0,1,0,1,0,0
583,10450,46.0,30806.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
584,10500,55.0,30461.0,86.0,1.0,0,1300,1050,0,0,1,0,0,0,1
585,12950,50.0,29686.0,110.0,1.0,1,1600,1075,0,0,1,0,1,0,0
586,9950,56.0,29650.0,86.0,1.0,0,1300,1025,0,0,1,0,1,0,0
587,12900,52.0,29500.0,110.0,1.0,0,1600,1055,0,0,1,0,1,0,0
588,9950,48.0,28656.0,97.0,0.0,0,1400,1085,0,0,1,0,1,0,0
589,9950,55.0,27500.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
590,10950,48.0,26938.0,110.0,1.0,0,1600,1040,0,0,1,0,1,0,0
591,10950,53.0,26624.0,97.0,0.0,0,1400,1060,0,0,1,0,0,0,1
592,9950,47.0,26221.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
593,10950,50.0,22648.0,97.0,1.0,0,1400,1060,0,0,1,0,0,0,1
594,10800,50.0,22500.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
595,10500,56.0,19313.0,97.0,0.0,0,1400,1025,0,0,1,0,1,0,0
596,10450,50.0,17619.0,110.0,1.0,0,1600,1030,0,0,1,0,0,1,0
597,10600,51.0,17069.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
598,10450,48.0,15000.0,97.0,1.0,0,1400,1025,0,0,1,0,1,0,0
599,12950,50.0,10210.0,97.0,0.0,0,1400,1065,0,0,1,0,0,0,1
600,11250,47.0,5309.0,110.0,1.0,1,1600,1070,0,0,1,0,1,0,0
601,7500,50.0,1.0,90.0,1.0,0,2000,1260,0,1,0,0,1,0,0
602,8950,52.0,31000.0,97.0,1.0,0,1398,1025,0,0,1,0,1,0,0
603,6950,58.0,205000.0,72.0,1.0,0,2000,1100,0,1,0,0,0,1,0
604,7900,68.0,204250.0,72.0,1.0,0,2000,1115,0,1,0,0,1,0,0
605,5950,68.0,194545.0,86.0,0.0,0,1300,1000,0,0,1,0,0,1,0
606,7500,59.0,190900.0,72.0,1.0,0,2000,1115,0,1,0,0,1,0,0
607,7500,62.0,183500.0,72.0,1.0,0,2000,1140,0,1,0,0,0,0,1
608,6900,65.0,176184.0,72.0,1.0,0,2000,1115,0,1,0,0,1,0,0
609,5751,67.0,174833.0,72.0,0.0,0,2000,1100,0,1,0,0,0,1,0
610,6950,68.0,155720.0,86.0,1.0,0,1300,1015,0,0,1,0,1,0,0
611,7950,67.0,155500.0,110.0,1.0,0,1600,1050,0,0,1,0,0,0,1
612,7750,59.0,154783.0,72.0,1.0,0,2000,1120,0,1,0,0,1,0,0
613,7950,64.0,154462.0,72.0,1.0,0,2000,1135,0,1,0,0,0,0,1
614,8250,64.0,150585.0,110.0,1.0,0,1600,1065,0,0,1,0,1,0,0
615,6250,67.0,149000.0,90.0,1.0,0,2000,1135,0,1,0,0,0,0,1
616,9500,62.0,147636.0,72.0,1.0,0,2000,1135,0,0,1,0,0,0,1
617,6900,59.0,144521.0,72.0,1.0,0,2000,1135,0,1,0,0,0,0,1
618,8450,64.0,144000.0,110.0,1.0,0,1600,1065,0,0,1,0,1,0,0
619,7350,65.0,140168.0,72.0,1.0,0,2000,1115,0,1,0,0,1,0,0
620,8950,68.0,140000.0,110.0,1.0,0,1600,1085,0,0,1,0,0,0,1
621,6900,60.0,139800.0,72.0,0.0,0,2000,1115,0,1,0,0,1,0,0
622,8950,59.0,137050.0,110.0,1.0,0,1600,1078,1,0,0,0,1,0,0
623,8750,61.0,136956.0,110.0,0.0,0,1600,1065,0,0,1,0,1,0,0
624,7950,67.0,135337.0,110.0,1.0,0,1600,1120,1,0,0,0,0,0,1
625,8950,64.0,133769.0,72.0,1.0,0,2000,1120,0,1,0,0,1,0,0
626,8950,58.0,133405.0,72.0,1.0,0,2000,1135,0,1,0,0,0,0,1
627,8950,65.0,132807.0,72.0,1.0,0,2000,1135,0,1,0,0,0,0,1
628,7950,64.0,132393.0,72.0,0.0,0,2000,1135,0,1,0,0,0,0,1
629,7750,60.0,130270.0,110.0,0.0,0,1600,1050,0,0,1,0,1,0,0
